team,elo,event_wins,1_wins,2_wins,3_wins,num_seasons,event_wins_per_season
frc4845,1463,0,0,0,0,8,0.0
frc4847,1362,0,0,0,0,8,0.0
frc4851,1488,0,0,0,0,8,0.0
frc4854,1521,0,0,0,0,8,0.0
frc4855,1648,0,0,0,0,8,0.0
frc4859,1579,0,0,0,0,8,0.0
frc4902,1441,0,0,0,0,7,0.0
frc4903,1671,2,0,1,1,7,0.2857142857142857
frc4904,1511,0,0,0,0,7,0.0
frc4905,1602,0,0,0,0,7,0.0
frc4906,1604,1,0,0,1,7,0.14285714285714285
frc4907,1626,0,0,0,0,7,0.0
frc4908,1494,2,0,0,2,7,0.2857142857142857
frc4909,1658,0,0,0,0,7,0.0
frc4910,1746,6,3,1,2,7,0.8571428571428571
frc4911,1787,2,1,0,1,7,0.2857142857142857
frc4913,1611,0,0,0,0,7,0.0
frc4914,1587,1,0,0,1,7,0.14285714285714285
frc4915,1564,3,1,1,1,7,0.42857142857142855
frc4917,1697,5,2,2,1,7,0.7142857142857143
frc4918,1576,1,1,0,0,7,0.14285714285714285
frc4919,1418,0,0,0,0,7,0.0
frc4920,1544,1,0,0,1,6,0.16666666666666666
frc4924,1565,0,0,0,0,7,0.0
frc4925,1476,0,0,0,0,7,0.0
frc4926,1605,1,0,0,1,7,0.14285714285714285
frc4929,1531,0,0,0,0,7,0.0
frc4930,1644,1,0,0,1,8,0.125
frc4931,1618,0,0,0,0,7,0.0
frc4932,1552,0,0,0,0,7,0.0
frc4935,1508,2,1,0,1,7,0.2857142857142857
frc4936,1583,0,0,0,0,7,0.0
frc4938,1437,0,0,0,0,7,0.0
frc4939,1539,4,0,3,1,6,0.6666666666666666
frc4940,1502,0,0,0,0,7,0.0
frc4941,1626,2,1,1,0,7,0.2857142857142857
frc4942,1404,0,0,0,0,7,0.0
frc4944,1667,0,0,0,0,7,0.0
frc4946,1663,1,0,0,1,7,0.14285714285714285
frc4947,1539,0,0,0,0,7,0.0
frc4949,1379,0,0,0,0,7,0.0
frc4950,1491,1,0,0,1,6,0.16666666666666666
frc4951,1523,0,0,0,0,6,0.0
frc4952,1570,0,0,0,0,7,0.0
frc4955,1431,0,0,0,0,7,0.0
frc4956,1612,1,0,0,1,7,0.14285714285714285
frc4957,1448,0,0,0,0,7,0.0
frc4958,1517,0,0,0,0,7,0.0
frc4959,1566,0,0,0,0,7,0.0
frc4961,1596,0,0,0,0,7,0.0
frc4964,1503,0,0,0,0,7,0.0
frc4965,1629,0,0,0,0,7,0.0
frc4967,1593,3,2,0,1,7,0.42857142857142855
frc4968,1496,1,0,0,1,7,0.14285714285714285
frc4970,1641,0,0,0,0,7,0.0
frc4972,1492,0,0,0,0,5,0.0
frc4973,1503,0,0,0,0,8,0.0
frc4976,1632,1,1,0,0,7,0.14285714285714285
frc4978,1376,0,0,0,0,7,0.0
frc4980,1598,0,0,0,0,7,0.0
frc4982,1475,0,0,0,0,7,0.0
frc4983,1508,0,0,0,0,7,0.0
frc4984,1502,0,0,0,0,7,0.0
frc4987,1568,0,0,0,0,7,0.0
frc4988,1451,1,1,0,0,7,0.14285714285714285
frc4990,1579,2,0,0,2,7,0.2857142857142857
frc4991,1531,0,0,0,0,7,0.0
frc4992,1555,0,0,0,0,7,0.0
frc4994,1500,1,1,0,0,7,0.14285714285714285
frc4998,1472,0,0,0,0,7,0.0
frc4999,1390,0,0,0,0,5,0.0
frc5000,1651,1,0,0,1,7,0.14285714285714285
frc5002,1529,0,0,0,0,7,0.0
frc5003,1397,0,0,0,0,7,0.0
frc5005,1445,0,0,0,0,7,0.0
frc5006,1610,1,0,0,0,7,0.14285714285714285
frc5010,1672,0,0,0,0,7,0.0
frc5012,1662,4,0,0,2,7,0.5714285714285714
frc5013,1576,0,0,0,0,8,0.0
frc5015,1674,0,0,0,0,7,0.0
frc5016,1484,1,0,0,1,7,0.14285714285714285
frc5019,1447,0,0,0,0,7,0.0
frc5022,1588,0,0,0,0,7,0.0
frc5024,1619,1,1,0,0,7,0.14285714285714285
frc5025,1498,0,0,0,0,7,0.0
frc5026,1636,0,0,0,0,7,0.0
frc5027,1332,1,0,0,1,7,0.14285714285714285
frc5030,1515,3,1,0,2,7,0.42857142857142855
frc5031,1480,0,0,0,0,7,0.0
frc5032,1438,0,0,0,0,7,0.0
frc5036,1609,0,0,0,0,7,0.0
frc5038,1532,0,0,0,0,7,0.0
frc5039,1583,1,0,0,1,7,0.14285714285714285
frc5041,1499,0,0,0,0,7,0.0
frc5045,1557,0,0,0,0,7,0.0
frc5046,1597,0,0,0,0,7,0.0
frc5047,1495,0,0,0,0,7,0.0
frc5048,1580,0,0,0,0,7,0.0
frc5049,1369,0,0,0,0,7,0.0
frc5050,1786,1,0,0,1,7,0.14285714285714285
frc5052,1541,0,0,0,0,8,0.0
frc5053,1607,4,1,2,1,7,0.5714285714285714
frc5056,1527,0,0,0,0,7,0.0
frc5057,1450,1,0,0,1,7,0.14285714285714285
frc5058,1401,0,0,0,0,3,0.0
frc5059,1489,1,0,0,1,7,0.14285714285714285
frc5060,1441,0,0,0,0,6,0.0
frc5063,1307,0,0,0,0,7,0.0
frc5065,1452,0,0,0,0,7,0.0
frc5066,1490,1,0,0,1,7,0.14285714285714285
frc5067,1577,1,0,0,1,7,0.14285714285714285
frc5069,1539,2,0,0,2,7,0.2857142857142857
frc5070,1435,0,0,0,0,7,0.0
frc5071,1448,0,0,0,0,7,0.0
frc5072,1480,0,0,0,0,7,0.0
frc5074,1423,2,0,0,2,7,0.2857142857142857
frc5076,1495,1,0,0,1,5,0.2
frc5078,1479,0,0,0,0,7,0.0
frc5082,1486,0,0,0,0,7,0.0
frc5084,1604,2,1,0,1,7,0.2857142857142857
frc5085,1603,0,0,0,0,7,0.0
frc5086,1530,1,0,1,0,7,0.14285714285714285
frc5089,1594,0,0,0,0,7,0.0
frc5090,1465,0,0,0,0,7,0.0
frc5095,1396,0,0,0,0,7,0.0
frc5096,1464,0,0,0,0,7,0.0
frc5098,1577,2,0,0,2,7,0.2857142857142857
frc5099,1496,0,0,0,0,7,0.0
frc5102,1489,0,0,0,0,6,0.0
frc5103,1511,0,0,0,0,7,0.0
frc5104,1596,0,0,0,0,7,0.0
frc5107,1396,0,0,0,0,6,0.0
frc5109,1612,1,0,0,1,7,0.14285714285714285
frc5110,1507,0,0,0,0,7,0.0
frc5112,1530,0,0,0,0,7,0.0
frc5113,1686,1,0,0,1,7,0.14285714285714285
frc5114,1621,2,1,0,1,7,0.2857142857142857
frc5115,1468,3,1,1,1,7,0.42857142857142855
frc5118,1465,1,0,0,1,7,0.14285714285714285
frc5119,1526,0,0,0,0,7,0.0
frc5123,1501,0,0,0,0,7,0.0
frc5124,1602,2,0,0,2,7,0.2857142857142857
frc5125,1451,1,0,0,1,7,0.14285714285714285
frc5126,1557,0,0,0,0,7,0.0
frc5130,1448,0,0,0,0,6,0.0
frc5132,1465,0,0,0,0,7,0.0
frc5133,1352,0,0,0,0,6,0.0
frc5134,1476,0,0,0,0,7,0.0
frc5135,1430,0,0,0,0,7,0.0
frc5136,1498,1,0,0,0,7,0.14285714285714285
frc5137,1553,0,0,0,0,7,0.0
frc5141,1473,0,0,0,0,7,0.0
frc5142,1524,0,0,0,0,7,0.0
frc5143,1377,0,0,0,0,7,0.0
frc5145,1461,0,0,0,0,7,0.0
frc5147,1462,0,0,0,0,7,0.0
frc5148,1561,0,0,0,0,7,0.0
frc5149,1429,0,0,0,0,7,0.0
frc5150,1535,0,0,0,0,7,0.0
frc5152,1585,0,0,0,0,7,0.0
frc5155,1664,1,1,0,0,7,0.14285714285714285
frc5156,1410,0,0,0,0,7,0.0
frc5159,1351,0,0,0,0,6,0.0
frc5160,1508,0,0,0,0,7,0.0
frc5161,1474,0,0,0,0,7,0.0
frc5162,1411,0,0,0,0,7,0.0
frc5166,1680,2,0,0,1,7,0.2857142857142857
frc5167,1515,0,0,0,0,7,0.0
frc5168,1435,0,0,0,0,7,0.0
frc5171,1495,0,0,0,0,7,0.0
frc5172,1859,3,3,0,0,7,0.42857142857142855
frc5173,1556,0,0,0,0,7,0.0
frc5176,1553,0,0,0,0,7,0.0
frc5179,1491,0,0,0,0,7,0.0
frc5181,1608,0,0,0,0,7,0.0
frc5182,1562,0,0,0,0,7,0.0
frc5183,1458,0,0,0,0,7,0.0
frc5186,1380,0,0,0,0,7,0.0
frc5188,1523,1,0,0,0,7,0.14285714285714285
frc5189,1355,0,0,0,0,6,0.0
frc5190,1787,2,0,2,0,7,0.2857142857142857
frc5193,1601,1,0,0,1,7,0.14285714285714285
frc5194,1597,0,0,0,0,7,0.0
frc5196,1483,0,0,0,0,7,0.0
frc5197,1464,1,0,0,1,6,0.16666666666666666
frc5198,1510,1,0,0,1,7,0.14285714285714285
frc5199,1741,0,0,0,0,7,0.0
frc5202,1432,0,0,0,0,7,0.0
frc5203,1526,1,0,0,1,7,0.14285714285714285
frc5204,1551,1,0,0,1,7,0.14285714285714285
frc5205,1639,0,0,0,0,7,0.0
frc5212,1382,0,0,0,0,7,0.0
frc5213,1412,0,0,0,0,7,0.0
frc5214,1389,0,0,0,0,7,0.0
frc5215,1551,1,0,0,1,7,0.14285714285714285
frc5216,1620,0,0,0,0,7,0.0
frc5217,1375,0,0,0,0,7,0.0
frc5219,1399,0,0,0,0,6,0.0
frc5222,1497,1,0,0,1,6,0.16666666666666666
frc5224,1655,0,0,0,0,6,0.0
frc5225,1453,0,0,0,0,7,0.0
frc5227,1511,0,0,0,0,7,0.0
frc5229,1504,0,0,0,0,7,0.0
frc5230,1520,0,0,0,0,7,0.0
frc5231,1398,0,0,0,0,7,0.0
frc5232,1456,1,0,0,1,7,0.14285714285714285
frc5234,1595,0,0,0,0,7,0.0
frc5235,1486,0,0,0,0,7,0.0
frc5238,1506,0,0,0,0,7,0.0
frc5239,1439,0,0,0,0,7,0.0
frc5242,1529,0,0,0,0,7,0.0
frc5243,1513,0,0,0,0,7,0.0
frc5247,1507,1,0,0,1,7,0.14285714285714285
frc5248,1567,1,0,0,1,7,0.14285714285714285
frc5250,1389,0,0,0,0,6,0.0
frc5253,1451,0,0,0,0,7,0.0
frc5254,1709,0,0,0,0,7,0.0
frc5256,1638,0,0,0,0,7,0.0
frc5257,1482,0,0,0,0,7,0.0
frc5260,1570,0,0,0,0,7,0.0
frc5261,1510,0,0,0,0,7,0.0
frc5263,1488,0,0,0,0,7,0.0
frc5265,1471,1,0,0,1,7,0.14285714285714285
frc5268,1463,0,0,0,0,7,0.0
frc5274,1507,1,0,0,1,7,0.14285714285714285
frc5275,1390,0,0,0,0,7,0.0
frc5276,1533,0,0,0,0,7,0.0
frc5278,1564,0,0,0,0,7,0.0
frc5279,1444,2,1,0,1,7,0.2857142857142857
frc5282,1576,0,0,0,0,7,0.0
frc5283,1458,0,0,0,0,7,0.0
frc5285,1585,0,0,0,0,7,0.0
frc5288,1439,1,0,0,1,7,0.14285714285714285
frc5290,1440,0,0,0,0,7,0.0
frc5291,1565,0,0,0,0,7,0.0
frc5293,1541,0,0,0,0,7,0.0
frc5295,1509,0,0,0,0,7,0.0
frc5298,1472,0,0,0,0,7,0.0
frc5299,1459,0,0,0,0,7,0.0
frc5308,1463,0,0,0,0,7,0.0
frc5310,1448,0,0,0,0,7,0.0
frc5312,1616,0,0,0,0,7,0.0
frc5314,1497,0,0,0,0,7,0.0
frc5316,1529,0,0,0,0,7,0.0
frc5317,1497,0,0,0,0,7,0.0
frc5326,1417,0,0,0,0,7,0.0
frc5327,1478,0,0,0,0,6,0.0
frc5329,1429,0,0,0,0,7,0.0
frc5332,1553,0,0,0,0,7,0.0
frc5333,1450,0,0,0,0,5,0.0
frc5338,1631,0,0,0,0,7,0.0
frc5339,1433,0,0,0,0,7,0.0
frc5340,1377,0,0,0,0,7,0.0
frc5344,1494,1,0,0,1,7,0.14285714285714285
frc5348,1558,0,0,0,0,7,0.0
frc5350,1421,0,0,0,0,7,0.0
frc5401,1683,0,0,0,0,6,0.0
frc5402,1498,0,0,0,0,5,0.0
frc5403,1546,0,0,0,0,5,0.0
frc5404,1692,0,0,0,0,6,0.0
frc5406,1818,4,2,2,0,6,0.6666666666666666
frc5407,1677,2,0,0,2,6,0.3333333333333333
frc5408,1553,0,0,0,0,6,0.0
frc5409,1507,0,0,0,0,6,0.0
frc5410,1450,0,0,0,0,6,0.0
frc5411,1611,0,0,0,0,6,0.0
frc5412,1436,0,0,0,0,6,0.0
frc5413,1595,0,0,0,0,6,0.0
frc5414,1714,0,0,0,0,6,0.0
frc5417,1519,1,0,0,1,6,0.16666666666666666
frc5418,1432,0,0,0,0,6,0.0
frc5419,1538,0,0,0,0,4,0.0
frc5420,1565,1,0,0,1,6,0.16666666666666666
frc5421,1498,0,0,0,0,6,0.0
frc5422,1494,1,0,0,0,6,0.16666666666666666
frc5424,1594,0,0,0,0,6,0.0
frc5426,1479,0,0,0,0,6,0.0
frc5427,1542,0,0,0,0,6,0.0
frc5429,1541,0,0,0,0,6,0.0
frc5430,1402,0,0,0,0,6,0.0
frc5431,1657,0,0,0,0,6,0.0
frc5434,1564,1,0,1,0,6,0.16666666666666666
frc5436,1610,0,0,0,0,6,0.0
frc5437,1542,0,0,0,0,6,0.0
frc5438,1498,0,0,0,0,6,0.0
frc5439,1492,0,0,0,0,6,0.0
frc5440,1510,0,0,0,0,6,0.0
frc5442,1580,1,0,0,1,6,0.16666666666666666
frc5443,1442,0,0,0,0,6,0.0
frc5448,1443,0,0,0,0,6,0.0
frc5449,1546,0,0,0,0,6,0.0
frc5450,1573,1,0,1,0,6,0.16666666666666666
frc5451,1610,0,0,0,0,5,0.0
frc5453,1548,1,0,1,0,6,0.16666666666666666
frc5454,1539,0,0,0,0,6,0.0
frc5457,1573,0,0,0,0,6,0.0
frc5458,1573,1,0,0,1,7,0.14285714285714285
frc5459,1480,0,0,0,0,6,0.0
frc5460,1865,1,0,1,0,6,0.16666666666666666
frc5461,1483,0,0,0,0,6,0.0
frc5462,1566,1,0,0,1,6,0.16666666666666666
frc5464,1499,0,0,0,0,6,0.0
frc5465,1436,0,0,0,0,6,0.0
frc5467,1598,1,0,0,1,6,0.16666666666666666
frc5468,1585,2,0,0,2,6,0.3333333333333333
frc5470,1452,0,0,0,0,6,0.0
frc5472,1640,1,1,0,0,6,0.16666666666666666
frc5473,1486,0,0,0,0,5,0.0
frc5474,1472,0,0,0,0,6,0.0
frc5477,1459,0,0,0,0,6,0.0
frc5478,1460,0,0,0,0,6,0.0
frc5480,1464,0,0,0,0,6,0.0
frc5482,1498,0,0,0,0,5,0.0
frc5483,1551,0,0,0,0,6,0.0
frc5484,1644,1,0,0,1,6,0.16666666666666666
frc5486,1462,0,0,0,0,6,0.0
frc5490,1453,0,0,0,0,6,0.0
frc5491,1456,0,0,0,0,6,0.0
frc5492,1617,0,0,0,0,6,0.0
frc5493,1463,0,0,0,0,6,0.0
frc5494,1395,0,0,0,0,5,0.0
frc5496,1543,0,0,0,0,6,0.0
frc5498,1516,0,0,0,0,6,0.0
frc5499,1603,3,1,0,0,5,0.6
frc5500,1448,0,0,0,0,6,0.0
frc5501,1581,2,1,0,1,6,0.3333333333333333
frc5502,1460,1,0,0,1,6,0.16666666666666666
frc5503,1519,0,0,0,0,6,0.0
frc5504,1425,0,0,0,0,6,0.0
frc5505,1588,4,1,2,1,6,0.6666666666666666
frc5507,1667,0,0,0,0,6,0.0
frc5509,1613,1,0,1,0,6,0.16666666666666666
frc5510,1498,0,0,0,0,6,0.0
frc5511,1609,2,0,1,1,6,0.3333333333333333
frc5512,1477,0,0,0,0,6,0.0
frc5514,1468,0,0,0,0,6,0.0
frc5515,1498,1,0,0,1,6,0.16666666666666666
frc5516,1448,0,0,0,0,6,0.0
frc5517,1577,0,0,0,0,6,0.0
frc5518,1535,1,0,0,1,6,0.16666666666666666
frc5522,1511,0,0,0,0,6,0.0
frc5523,1473,0,0,0,0,6,0.0
frc5524,1510,1,0,0,1,6,0.16666666666666666
frc5525,1482,0,0,0,0,6,0.0
frc5526,1482,1,0,0,1,6,0.16666666666666666
frc5527,1359,0,0,0,0,6,0.0
frc5528,1564,2,0,1,1,6,0.3333333333333333
frc5530,1630,0,0,0,0,6,0.0
frc5531,1545,0,0,0,0,6,0.0
frc5532,1444,0,0,0,0,6,0.0
frc5533,1509,0,0,0,0,6,0.0
frc5534,1481,0,0,0,0,6,0.0
frc5535,1490,0,0,0,0,6,0.0
frc5538,1530,0,0,0,0,6,0.0
frc5539,1431,0,0,0,0,5,0.0
frc5541,1459,0,0,0,0,6,0.0
frc5542,1477,0,0,0,0,6,0.0
frc5544,1647,1,1,0,0,5,0.2
frc5546,1549,1,1,0,0,6,0.16666666666666666
frc5547,1516,1,0,0,1,6,0.16666666666666666
frc5549,1451,0,0,0,0,6,0.0
frc5550,1470,0,0,0,0,6,0.0
frc5553,1508,1,1,0,0,6,0.16666666666666666
frc5554,1566,0,0,0,0,6,0.0
frc5555,1525,0,0,0,0,6,0.0
frc5556,1527,1,0,0,1,6,0.16666666666666666
frc5557,1446,0,0,0,0,6,0.0
frc5559,1493,0,0,0,0,6,0.0
frc5560,1542,1,0,0,1,6,0.16666666666666666
frc5561,1675,1,0,0,1,6,0.16666666666666666
frc5562,1548,0,0,0,0,6,0.0
frc5563,1536,2,0,0,1,6,0.3333333333333333
frc5567,1655,1,0,0,1,6,0.16666666666666666
frc5568,1472,0,0,0,0,6,0.0
frc5570,1351,0,0,0,0,6,0.0
frc5572,1587,0,0,0,0,6,0.0
frc5576,1523,0,0,0,0,6,0.0
frc5577,1490,1,0,0,1,6,0.16666666666666666
frc5578,1490,0,0,0,0,6,0.0
frc5583,1438,0,0,0,0,6,0.0
frc5584,1558,0,0,0,0,6,0.0
frc5585,1430,0,0,0,0,5,0.0
frc5586,1458,0,0,0,0,6,0.0
frc5587,1638,0,0,0,0,6,0.0
frc5588,1562,0,0,0,0,6,0.0
frc5590,1527,0,0,0,0,6,0.0
frc5593,1490,0,0,0,0,6,0.0
frc5596,1522,1,0,0,1,6,0.16666666666666666
frc5597,1373,0,0,0,0,5,0.0
frc5599,1435,0,0,0,0,6,0.0
frc5603,1494,1,1,0,0,6,0.16666666666666666
frc5607,1490,0,0,0,0,6,0.0
frc5608,1435,0,0,0,0,6,0.0
frc5610,1477,1,0,0,1,6,0.16666666666666666
frc5612,1500,0,0,0,0,6,0.0
frc5613,1462,0,0,0,0,6,0.0
frc5614,1570,0,0,0,0,6,0.0
frc5616,1403,0,0,0,0,6,0.0
frc5618,1641,1,1,0,0,6,0.16666666666666666
frc5619,1428,0,0,0,0,6,0.0
frc5621,1382,0,0,0,0,6,0.0
frc5622,1436,0,0,0,0,6,0.0
frc5623,1582,1,1,0,0,6,0.16666666666666666
frc5624,1511,2,0,2,0,6,0.3333333333333333
frc5626,1412,0,0,0,0,6,0.0
frc5627,1472,0,0,0,0,6,0.0
frc5632,1532,0,0,0,0,6,0.0
frc5633,1422,1,0,0,1,6,0.16666666666666666
frc5634,1391,0,0,0,0,6,0.0
frc5635,1543,0,0,0,0,6,0.0
frc5636,1475,0,0,0,0,5,0.0
frc5637,1424,0,0,0,0,6,0.0
frc5638,1530,0,0,0,0,6,0.0
frc5641,1649,0,0,0,0,6,0.0
frc5648,1465,1,0,0,1,6,0.16666666666666666
frc5651,1496,1,0,0,1,6,0.16666666666666666
frc5653,1525,0,0,0,0,6,0.0
frc5654,1519,3,1,0,2,6,0.5
frc5655,1411,0,0,0,0,6,0.0
frc5657,1453,0,0,0,0,5,0.0
frc5658,1510,0,0,0,0,6,0.0
frc5659,1512,0,0,0,0,6,0.0
frc5660,1524,0,0,0,0,6,0.0
frc5661,1442,1,0,0,1,5,0.2
frc5662,1427,0,0,0,0,6,0.0
frc5663,1623,1,0,1,0,5,0.2
frc5665,1448,0,0,0,0,6,0.0
frc5666,1480,0,0,0,0,6,0.0
frc5667,1595,0,0,0,0,6,0.0
frc5669,1494,0,0,0,0,6,0.0
frc5672,1417,0,0,0,0,6,0.0
frc5674,1564,0,0,0,0,6,0.0
frc5675,1632,3,1,1,1,6,0.5
frc5676,1695,0,0,0,0,6,0.0
frc5678,1460,0,0,0,0,6,0.0
frc5679,1479,2,0,0,2,6,0.3333333333333333
frc5681,1458,0,0,0,0,6,0.0
frc5682,1426,0,0,0,0,6,0.0
frc5683,1475,0,0,0,0,6,0.0
frc5684,1663,0,0,0,0,6,0.0
frc5685,1494,0,0,0,0,6,0.0
frc5686,1518,1,0,0,1,5,0.2
frc5687,1821,7,1,5,1,6,1.1666666666666667
frc5688,1439,0,0,0,0,6,0.0
frc5689,1463,0,0,0,0,6,0.0
frc5690,1548,1,1,0,0,6,0.16666666666666666
frc5695,1377,0,0,0,0,6,0.0
frc5696,1532,2,0,1,1,6,0.3333333333333333
frc5697,1460,0,0,0,0,6,0.0
frc5699,1492,0,0,0,0,4,0.0
frc5700,1592,0,0,0,0,6,0.0
frc5701,1383,0,0,0,0,6,0.0
frc5702,1497,0,0,0,0,6,0.0
frc5704,1390,0,0,0,0,5,0.0
frc5705,1445,0,0,0,0,6,0.0
frc5706,1501,0,0,0,0,6,0.0
frc5708,1427,0,0,0,0,6,0.0
frc5709,1438,0,0,0,0,6,0.0
frc5710,1510,0,0,0,0,6,0.0
frc5712,1676,2,0,0,2,6,0.3333333333333333
frc5714,1476,0,0,0,0,6,0.0
frc5715,1500,0,0,0,0,6,0.0
frc5716,1456,1,0,0,1,6,0.16666666666666666
frc5719,1559,1,0,0,1,5,0.2
frc5720,1474,0,0,0,0,6,0.0
frc5722,1421,0,0,0,0,6,0.0
frc5724,1527,1,1,0,0,6,0.16666666666666666
frc5725,1430,0,0,0,0,6,0.0
frc5726,1414,2,0,0,2,6,0.3333333333333333
frc5727,1546,0,0,0,0,6,0.0
frc5728,1449,0,0,0,0,6,0.0
frc5729,1452,0,0,0,0,6,0.0
frc5730,1522,0,0,0,0,6,0.0
frc5732,1458,0,0,0,0,6,0.0
frc5734,1489,0,0,0,0,6,0.0
frc5735,1509,0,0,0,0,6,0.0
frc5736,1623,0,0,0,0,6,0.0
frc5737,1439,0,0,0,0,6,0.0
frc5740,1545,0,0,0,0,6,0.0
frc5744,1343,0,0,0,0,6,0.0
frc5746,1451,0,0,0,0,6,0.0
frc5747,1529,0,0,0,0,6,0.0
frc5752,1526,0,0,0,0,6,0.0
frc5753,1503,0,0,0,0,6,0.0
frc5754,1463,0,0,0,0,6,0.0
frc5756,1567,0,0,0,0,6,0.0
frc5762,1536,1,0,0,1,6,0.16666666666666666
frc5763,1498,0,0,0,0,6,0.0
frc5773,1446,0,0,0,0,6,0.0
frc5774,1491,0,0,0,0,5,0.0
frc5777,1410,0,0,0,0,6,0.0
frc5781,1509,0,0,0,0,6,0.0
frc5783,1479,0,0,0,0,5,0.0
frc5785,1399,0,0,0,0,6,0.0
frc5800,1449,0,0,0,0,5,0.0
frc5801,1701,1,0,0,1,5,0.2
frc5802,1628,1,1,0,0,5,0.2
frc5803,1707,5,3,2,0,5,1.0
frc5804,1449,2,0,0,2,5,0.4
frc5805,1525,1,1,0,0,5,0.2
frc5806,1517,0,0,0,0,5,0.0
frc5809,1464,0,0,0,0,5,0.0
frc5810,1462,0,0,0,0,5,0.0
frc5811,1551,0,0,0,0,5,0.0
frc5813,1575,0,0,0,0,6,0.0
frc5816,1536,0,0,0,0,5,0.0
frc5817,1610,0,0,0,0,6,0.0
frc5818,1679,1,0,1,0,5,0.2
frc5821,1373,0,0,0,0,5,0.0
frc5822,1574,0,0,0,0,5,0.0
frc5823,1494,0,0,0,0,5,0.0
frc5826,1498,0,0,0,0,5,0.0
frc5827,1666,1,0,0,1,5,0.2
frc5828,1344,1,0,0,1,5,0.2
frc5829,1481,0,0,0,0,5,0.0
frc5830,1514,0,0,0,0,5,0.0
frc5831,1450,0,0,0,0,5,0.0
frc5834,1540,0,0,0,0,5,0.0
frc5835,1347,0,0,0,0,5,0.0
frc5836,1421,0,0,0,0,4,0.0
frc5837,1399,0,0,0,0,5,0.0
frc5840,1583,0,0,0,0,6,0.0
frc5841,1415,0,0,0,0,5,0.0
frc5842,1513,1,0,1,0,5,0.2
frc5843,1581,0,0,0,0,5,0.0
frc5846,1648,1,0,0,1,5,0.2
frc5847,1608,0,0,0,0,5,0.0
frc5848,1413,1,0,0,1,5,0.2
frc5849,1417,1,0,0,1,5,0.2
frc5851,1577,0,0,0,0,5,0.0
frc5852,1502,0,0,0,0,4,0.0
frc5853,1563,0,0,0,0,5,0.0
frc5854,1452,0,0,0,0,5,0.0
frc5856,1605,0,0,0,0,5,0.0
frc5857,1433,0,0,0,0,5,0.0
frc5858,1441,0,0,0,0,5,0.0
frc5860,1571,0,0,0,0,5,0.0
frc5863,1432,0,0,0,0,5,0.0
frc5865,1517,0,0,0,0,5,0.0
frc5866,1521,0,0,0,0,5,0.0
frc5869,1444,0,0,0,0,5,0.0
frc5870,1493,0,0,0,0,4,0.0
frc5871,1398,0,0,0,0,5,0.0
frc5872,1520,0,0,0,0,5,0.0
frc5874,1452,0,0,0,0,5,0.0
frc5875,1423,0,0,0,0,4,0.0
frc5876,1470,0,0,0,0,5,0.0
frc5878,1452,1,0,0,1,5,0.2
frc5881,1414,0,0,0,0,5,0.0
frc5883,1692,2,1,1,0,5,0.4
frc5885,1608,1,0,0,1,5,0.2
frc5887,1497,0,0,0,0,5,0.0
frc5888,1433,0,0,0,0,4,0.0
frc5889,1614,0,0,0,0,5,0.0
frc5892,1679,1,0,0,0,5,0.2
frc5894,1506,0,0,0,0,5,0.0
frc5895,1671,2,1,1,0,5,0.4
frc5900,1501,0,0,0,0,5,0.0
frc5901,1542,0,0,0,0,5,0.0
frc5902,1469,0,0,0,0,5,0.0
frc5903,1566,0,0,0,0,5,0.0
frc5906,1438,0,0,0,0,4,0.0
frc5907,1551,3,1,0,2,5,0.6
frc5908,1391,1,0,0,1,5,0.2
frc5910,1580,0,0,0,0,5,0.0
frc5911,1433,0,0,0,0,5,0.0
frc5912,1513,0,0,0,0,4,0.0
frc5913,1571,1,0,0,1,5,0.2
frc5914,1564,0,0,0,0,5,0.0
frc5915,1437,1,0,0,1,5,0.2
frc5918,1420,0,0,0,0,5,0.0
frc5919,1466,0,0,0,0,5,0.0
frc5920,1600,1,0,1,0,5,0.2
frc5921,1519,0,0,0,0,4,0.0
frc5923,1419,0,0,0,0,5,0.0
frc5924,1449,0,0,0,0,5,0.0
frc5926,1580,2,1,0,1,5,0.4
frc5927,1653,1,0,0,1,5,0.2
frc5928,1453,0,0,0,0,5,0.0
frc5929,1538,0,0,0,0,5,0.0
frc5930,1578,0,0,0,0,5,0.0
frc5933,1675,0,0,0,0,5,0.0
frc5934,1600,0,0,0,0,5,0.0
frc5935,1484,0,0,0,0,5,0.0
frc5937,1545,1,0,0,1,5,0.2
frc5940,1557,0,0,0,0,5,0.0
frc5943,1461,0,0,0,0,5,0.0
frc5944,1493,0,0,0,0,4,0.0
frc5945,1515,0,0,0,0,5,0.0
frc5948,1527,0,0,0,0,5,0.0
frc5949,1581,0,0,0,0,5,0.0
frc5950,1468,0,0,0,0,4,0.0
frc5951,1587,0,0,0,0,5,0.0
frc5952,1445,1,0,0,1,4,0.25
frc5954,1375,0,0,0,0,5,0.0
frc5957,1524,1,0,0,1,5,0.2
frc5959,1458,0,0,0,0,5,0.0
frc5960,1517,0,0,0,0,5,0.0
frc5962,1518,0,0,0,0,5,0.0
frc5963,1469,0,0,0,0,5,0.0
frc5964,1476,0,0,0,0,4,0.0
frc5965,1497,0,0,0,0,5,0.0
frc5966,1467,0,0,0,0,5,0.0
frc5968,1469,0,0,0,0,5,0.0
frc5970,1491,0,0,0,0,5,0.0
frc5971,1449,0,0,0,0,4,0.0
