preChamps,match_key,r1,r2,r3,b1,b2,b3,winner
1,2019mosl_qm43,frc3197,frc3397,frc1985,frc4232,frc7452,frc1658,1
1,2019mosl_qm44,frc7496,frc1288,frc4500,frc4143,frc2707,frc706,0
1,2019mosl_qm45,frc7746,frc5060,frc4330,frc1178,frc4213,frc2010,1
1,2019mosl_qm46,frc1501,frc1706,frc7435,frc1329,frc5147,frc2978,0
1,2019mosl_qm47,frc7117,frc4256,frc7773,frc4246,frc7747,frc1444,0
1,2019mosl_qm48,frc4931,frc4356,frc1259,frc1208,frc3330,frc931,0
1,2019mosl_qm49,frc6660,frc706,frc4329,frc5176,frc5326,frc7452,0
1,2019mosl_qm5,frc7746,frc1329,frc3397,frc1985,frc5176,frc1259,1
1,2019mosl_qm50,frc1501,frc1985,frc4213,frc2408,frc3397,frc5836,0
1,2019mosl_qm51,frc4500,frc7435,frc1178,frc6817,frc2010,frc7496,0
1,2019mosl_qm52,frc1288,frc4330,frc1329,frc7117,frc5583,frc4356,0
1,2019mosl_qm53,frc6391,frc4246,frc7746,frc1706,frc7472,frc4931,1
1,2019mosl_qm54,frc2707,frc2978,frc3330,frc1658,frc7773,frc7747,1
1,2019mosl_qm55,frc1208,frc1444,frc4232,frc931,frc4187,frc5060,0
1,2019mosl_qm56,frc4256,frc5147,frc1259,frc4143,frc6744,frc3197,0
1,2019mosl_qm57,frc1178,frc3397,frc6817,frc4931,frc7117,frc4329,1
1,2019mosl_qm58,frc2010,frc2707,frc4356,frc706,frc6391,frc7452,1
1,2019mosl_qm59,frc1444,frc6660,frc4500,frc4187,frc1501,frc2978,1
1,2019mosl_qm6,frc1178,frc7747,frc3197,frc4246,frc4356,frc6817,0
1,2019mosl_qm60,frc5836,frc1658,frc5326,frc3197,frc2408,frc1329,0
1,2019mosl_qm61,frc1985,frc4143,frc4256,frc3330,frc7435,frc5060,0
1,2019mosl_qm62,frc5583,frc1208,frc7747,frc6744,frc7746,frc1706,0
1,2019mosl_qm63,frc1259,frc4330,frc7472,frc7773,frc7496,frc5147,0
1,2019mosl_qm64,frc5176,frc4246,frc4213,frc4232,frc1288,frc931,0
1,2019mosl_qm65,frc706,frc5326,frc7117,frc4931,frc5060,frc1501,1
1,2019mosl_qm66,frc6744,frc7452,frc2408,frc7746,frc3330,frc4143,1
1,2019mosl_qm67,frc2707,frc7773,frc1706,frc4187,frc3197,frc6660,0
1,2019mosl_qm68,frc5836,frc1329,frc1208,frc3397,frc4246,frc4500,1
1,2019mosl_qm69,frc1444,frc1259,frc1658,frc1178,frc1288,frc7472,0
1,2019mosl_qm7,frc4213,frc1706,frc4330,frc4143,frc4931,frc5326,1
1,2019mosl_qm70,frc7747,frc2978,frc4213,frc4329,frc6391,frc7496,0
1,2019mosl_qm71,frc931,frc6817,frc5147,frc2010,frc5583,frc1985,0
1,2019mosl_qm72,frc4356,frc4256,frc7435,frc4330,frc4232,frc5176,0
1,2019mosl_qm73,frc7117,frc4187,frc1329,frc1259,frc7452,frc1178,1
1,2019mosl_qm74,frc7747,frc3330,frc1706,frc5060,frc706,frc5836,0
1,2019mosl_qm75,frc2978,frc2408,frc1444,frc4246,frc2010,frc4931,0
1,2019mosl_qm76,frc6744,frc4356,frc4329,frc4500,frc4330,frc1985,0
1,2019mosl_qm77,frc1501,frc4143,frc7773,frc1208,frc6391,frc5176,0
1,2019mosl_qm78,frc5147,frc7746,frc4232,frc6817,frc1658,frc1288,1
1,2019mosl_qm79,frc6660,frc7472,frc5583,frc4213,frc3197,frc7435,1
1,2019mosl_qm8,frc7435,frc6744,frc931,frc1658,frc1501,frc706,1
1,2019mosl_qm80,frc5326,frc2707,frc7496,frc4256,frc931,frc3397,1
1,2019mosl_qm9,frc2408,frc6660,frc2010,frc1329,frc1259,frc4232,1
1,2019mosl_sf1m1,frc1259,frc1658,frc7747,frc4143,frc4256,frc7472,0
1,2019mosl_sf1m2,frc1259,frc1658,frc7747,frc4143,frc4256,frc7472,0
1,2019mosl_sf2m1,frc4213,frc4931,frc5326,frc4500,frc1501,frc6391,1
1,2019mosl_sf2m2,frc4213,frc4931,frc5326,frc4500,frc1501,frc6391,1
1,2019mrcmp_f1m1,frc11,frc2607,frc1279,frc747,frc225,frc5401,1
1,2019mrcmp_f1m2,frc11,frc2607,frc1279,frc747,frc225,frc5401,1
1,2019mrcmp_qf1m1,frc1807,frc303,frc708,frc5895,frc2577,frc2590,0
1,2019mrcmp_qf1m2,frc1807,frc303,frc708,frc5895,frc2577,frc2590,0
1,2019mrcmp_qf2m1,frc1676,frc56,frc25,frc11,frc2607,frc1279,1
1,2019mrcmp_qf2m2,frc1676,frc56,frc25,frc11,frc2607,frc1279,1
1,2019mrcmp_qf3m1,frc747,frc225,frc5401,frc103,frc5992,frc834,0
1,2019mrcmp_qf3m2,frc747,frc225,frc5401,frc103,frc5992,frc834,0
1,2019mrcmp_qf4m1,frc222,frc1923,frc1403,frc1640,frc365,frc2729,1
1,2019mrcmp_qf4m2,frc222,frc1923,frc1403,frc1640,frc365,frc2729,0
1,2019mrcmp_qf4m3,frc222,frc1923,frc1403,frc1640,frc365,frc2729,0
1,2019mrcmp_qm1,frc1626,frc2590,frc1279,frc5113,frc708,frc5181,1
1,2019mrcmp_qm10,frc6943,frc5420,frc3314,frc747,frc4653,frc1218,1
1,2019mrcmp_qm100,frc1218,frc4573,frc7587,frc433,frc1712,frc1807,1
1,2019mrcmp_qm101,frc5684,frc3340,frc6945,frc834,frc5401,frc25,0
1,2019mrcmp_qm102,frc1676,frc303,frc4285,frc2729,frc4342,frc4653,0
1,2019mrcmp_qm103,frc1626,frc56,frc6943,frc2607,frc222,frc5420,1
1,2019mrcmp_qm104,frc41,frc2016,frc11,frc272,frc4454,frc5113,0
1,2019mrcmp_qm105,frc2539,frc1495,frc3314,frc223,frc1391,frc433,1
1,2019mrcmp_qm106,frc2191,frc5895,frc7414,frc2590,frc365,frc7587,1
1,2019mrcmp_qm107,frc1923,frc75,frc5992,frc1712,frc1257,frc1218,0
1,2019mrcmp_qm108,frc2577,frc102,frc5407,frc708,frc5404,frc225,1
1,2019mrcmp_qm109,frc747,frc103,frc5181,frc4573,frc6226,frc1640,0
1,2019mrcmp_qm11,frc41,frc5992,frc5895,frc3637,frc2729,frc2577,1
1,2019mrcmp_qm110,frc1403,frc1279,frc1807,frc3974,frc1647,frc3637,0
1,2019mrcmp_qm111,frc11,frc303,frc365,frc6945,frc5401,frc41,0
1,2019mrcmp_qm112,frc1712,frc1923,frc3340,frc4285,frc6943,frc2191,0
1,2019mrcmp_qm113,frc5992,frc2539,frc834,frc56,frc4454,frc5404,0
1,2019mrcmp_qm114,frc708,frc2590,frc102,frc25,frc1391,frc2729,0
1,2019mrcmp_qm115,frc4342,frc3637,frc1257,frc5181,frc1647,frc2607,0
1,2019mrcmp_qm116,frc103,frc1403,frc5684,frc2577,frc1218,frc75,1
1,2019mrcmp_qm117,frc1495,frc4653,frc1640,frc2016,frc5895,frc1807,1
1,2019mrcmp_qm118,frc6226,frc5407,frc5420,frc1279,frc4573,frc222,0
1,2019mrcmp_qm119,frc5113,frc7587,frc3314,frc3974,frc1676,frc272,0
1,2019mrcmp_qm12,frc1647,frc7587,frc5404,frc5181,frc5684,frc223,0
1,2019mrcmp_qm120,frc747,frc7414,frc433,frc1626,frc223,frc225,0
1,2019mrcmp_qm13,frc7414,frc4454,frc1676,frc222,frc708,frc75,0
1,2019mrcmp_qm14,frc2607,frc1712,frc2016,frc303,frc834,frc103,1
1,2019mrcmp_qm15,frc4573,frc1403,frc2590,frc6945,frc6943,frc1495,0
1,2019mrcmp_qm16,frc5401,frc5113,frc1923,frc747,frc5420,frc4342,0
1,2019mrcmp_qm17,frc1257,frc102,frc272,frc1218,frc5407,frc1626,0
1,2019mrcmp_qm18,frc225,frc2539,frc365,frc3974,frc4285,frc4653,0
1,2019mrcmp_qm19,frc6226,frc1807,frc25,frc11,frc3314,frc3340,0
1,2019mrcmp_qm2,frc365,frc103,frc4342,frc102,frc1807,frc3637,1
1,2019mrcmp_qm20,frc2191,frc1279,frc1391,frc433,frc1640,frc56,1
1,2019mrcmp_qm21,frc4454,frc1495,frc708,frc1712,frc103,frc6945,1
1,2019mrcmp_qm22,frc5404,frc1676,frc5684,frc1626,frc2607,frc1923,1
1,2019mrcmp_qm23,frc1647,frc6943,frc2577,frc303,frc7587,frc2539,1
1,2019mrcmp_qm24,frc3637,frc834,frc5113,frc4573,frc7414,frc5407,0
1,2019mrcmp_qm25,frc1391,frc1218,frc4342,frc2016,frc3340,frc6226,0
1,2019mrcmp_qm26,frc1807,frc3314,frc4653,frc2590,frc222,frc5401,0
1,2019mrcmp_qm27,frc5895,frc25,frc433,frc5992,frc747,frc272,1
1,2019mrcmp_qm28,frc1279,frc102,frc41,frc223,frc4285,frc1403,0
1,2019mrcmp_qm29,frc365,frc56,frc5420,frc225,frc1640,frc1257,1
1,2019mrcmp_qm3,frc6226,frc1647,frc1712,frc5404,frc5401,frc5895,1
1,2019mrcmp_qm30,frc75,frc2191,frc3974,frc5181,frc2729,frc11,1
1,2019mrcmp_qm31,frc4454,frc4653,frc1626,frc1391,frc4573,frc2577,1
1,2019mrcmp_qm32,frc6943,frc5684,frc25,frc3314,frc834,frc5895,1
1,2019mrcmp_qm33,frc1279,frc433,frc103,frc222,frc5404,frc6945,1
1,2019mrcmp_qm34,frc1403,frc5113,frc2539,frc1640,frc1923,frc303,1
1,2019mrcmp_qm35,frc1807,frc5181,frc7414,frc1712,frc41,frc5420,0
1,2019mrcmp_qm36,frc5401,frc3340,frc3637,frc1257,frc7587,frc2729,0
1,2019mrcmp_qm37,frc102,frc225,frc6226,frc2016,frc1676,frc5992,0
1,2019mrcmp_qm38,frc1495,frc11,frc747,frc365,frc4285,frc1647,0
1,2019mrcmp_qm39,frc5407,frc223,frc272,frc2590,frc2607,frc75,0
1,2019mrcmp_qm4,frc1640,frc6945,frc7587,frc75,frc41,frc4285,0
1,2019mrcmp_qm40,frc3974,frc708,frc1218,frc2191,frc56,frc4342,1
1,2019mrcmp_qm41,frc103,frc1391,frc1807,frc7414,frc1626,frc5401,0
1,2019mrcmp_qm42,frc1403,frc1257,frc834,frc102,frc3314,frc433,1
1,2019mrcmp_qm43,frc4573,frc5420,frc6945,frc1647,frc5895,frc1676,1
1,2019mrcmp_qm44,frc4454,frc223,frc1923,frc3340,frc1640,frc272,1
1,2019mrcmp_qm45,frc5181,frc1495,frc4285,frc25,frc56,frc222,1
1,2019mrcmp_qm46,frc7587,frc75,frc747,frc303,frc2016,frc1279,1
1,2019mrcmp_qm47,frc3637,frc2607,frc1218,frc708,frc4653,frc41,0
1,2019mrcmp_qm48,frc225,frc1712,frc5992,frc2191,frc5113,frc365,0
1,2019mrcmp_qm49,frc4342,frc11,frc3974,frc5404,frc2577,frc2590,0
1,2019mrcmp_qm5,frc222,frc2577,frc223,frc834,frc1923,frc2729,1
1,2019mrcmp_qm50,frc5407,frc6943,frc2539,frc5684,frc2729,frc6226,1
1,2019mrcmp_qm51,frc1923,frc6945,frc5181,frc2016,frc7414,frc102,1
1,2019mrcmp_qm52,frc1807,frc272,frc5401,frc2607,frc747,frc4285,1
1,2019mrcmp_qm53,frc4653,frc75,frc3340,frc5113,frc433,frc1647,1
1,2019mrcmp_qm54,frc1640,frc1626,frc1712,frc3314,frc25,frc3637,1
1,2019mrcmp_qm55,frc5404,frc1218,frc2729,frc365,frc4573,frc4454,0
1,2019mrcmp_qm56,frc1257,frc5420,frc2191,frc2577,frc2539,frc103,1
1,2019mrcmp_qm57,frc4342,frc5992,frc6226,frc7587,frc1495,frc1403,0
1,2019mrcmp_qm58,frc11,frc1676,frc708,frc834,frc1279,frc5684,0
1,2019mrcmp_qm59,frc41,frc222,frc6943,frc2590,frc225,frc1391,0
1,2019mrcmp_qm6,frc56,frc303,frc4573,frc11,frc5992,frc5684,0
1,2019mrcmp_qm60,frc5895,frc223,frc303,frc5407,frc3974,frc56,1
1,2019mrcmp_qm61,frc75,frc5113,frc4573,frc2607,frc25,frc2539,1
1,2019mrcmp_qm62,frc1647,frc1640,frc2729,frc1495,frc2016,frc1626,1
1,2019mrcmp_qm63,frc1279,frc4285,frc5992,frc3314,frc7414,frc103,0
1,2019mrcmp_qm64,frc1391,frc3340,frc747,frc1403,frc3637,frc5404,0
1,2019mrcmp_qm65,frc222,frc1712,frc303,frc1218,frc2590,frc11,0
1,2019mrcmp_qm66,frc5420,frc272,frc5895,frc102,frc834,frc3974,0
1,2019mrcmp_qm67,frc1676,frc5181,frc2577,frc6943,frc433,frc5401,0
1,2019mrcmp_qm68,frc223,frc365,frc41,frc708,frc4342,frc5407,0
1,2019mrcmp_qm69,frc4653,frc5684,frc1257,frc6945,frc6226,frc2191,0
1,2019mrcmp_qm7,frc1391,frc5407,frc2016,frc3340,frc2539,frc1676,0
1,2019mrcmp_qm70,frc1923,frc225,frc56,frc1807,frc4454,frc7587,0
1,2019mrcmp_qm71,frc2729,frc1403,frc102,frc7414,frc2607,frc11,0
1,2019mrcmp_qm72,frc5401,frc1218,frc2539,frc1495,frc5895,frc1279,0
1,2019mrcmp_qm73,frc2577,frc747,frc365,frc272,frc1391,frc1712,1
1,2019mrcmp_qm74,frc103,frc3974,frc1640,frc6943,frc5992,frc3340,0
1,2019mrcmp_qm75,frc25,frc708,frc1647,frc7587,frc1923,frc222,1
1,2019mrcmp_qm76,frc41,frc1807,frc2191,frc1676,frc1257,frc1626,0
1,2019mrcmp_qm77,frc56,frc5181,frc834,frc4653,frc5407,frc5113,1
1,2019mrcmp_qm78,frc4285,frc433,frc2016,frc5420,frc5684,frc2590,1
1,2019mrcmp_qm79,frc6226,frc3637,frc223,frc303,frc6945,frc4454,1
1,2019mrcmp_qm8,frc25,frc3974,frc7414,frc433,frc1257,frc4454,1
1,2019mrcmp_qm80,frc4342,frc5404,frc4573,frc225,frc3314,frc75,1
1,2019mrcmp_qm81,frc1676,frc1495,frc2607,frc7414,frc2577,frc1640,0
1,2019mrcmp_qm82,frc7587,frc11,frc5407,frc4653,frc103,frc1923,0
1,2019mrcmp_qm83,frc3340,frc222,frc5181,frc5895,frc365,frc1403,1
1,2019mrcmp_qm84,frc3637,frc2191,frc5684,frc5420,frc25,frc223,1
1,2019mrcmp_qm85,frc5401,frc4342,frc1279,frc4454,frc102,frc6943,0
1,2019mrcmp_qm86,frc56,frc41,frc2590,frc2539,frc6226,frc747,0
1,2019mrcmp_qm87,frc2729,frc225,frc5113,frc1218,frc1647,frc3314,0
1,2019mrcmp_qm88,frc6945,frc75,frc834,frc5992,frc1626,frc1391,1
1,2019mrcmp_qm89,frc433,frc272,frc5404,frc708,frc1807,frc303,1
1,2019mrcmp_qm9,frc272,frc1403,frc2607,frc225,frc2191,frc1495,1
1,2019mrcmp_qm90,frc1257,frc3974,frc2016,frc4285,frc1712,frc4573,0
1,2019mrcmp_qm91,frc1640,frc747,frc222,frc5684,frc4342,frc102,0
1,2019mrcmp_qm92,frc4653,frc2577,frc225,frc3340,frc1279,frc25,0
1,2019mrcmp_qm93,frc75,frc5401,frc1495,frc1923,frc41,frc3637,0
1,2019mrcmp_qm94,frc103,frc2590,frc1647,frc834,frc365,frc1676,1
1,2019mrcmp_qm95,frc4285,frc1626,frc708,frc5895,frc6226,frc3974,0
1,2019mrcmp_qm96,frc2729,frc6945,frc7414,frc2539,frc272,frc56,1
1,2019mrcmp_qm97,frc5992,frc303,frc2607,frc5420,frc5181,frc1391,0
1,2019mrcmp_qm98,frc223,frc5404,frc1257,frc5113,frc11,frc6943,0
1,2019mrcmp_qm99,frc3314,frc2016,frc4454,frc5407,frc2191,frc1403,1
1,2019mrcmp_sf1m1,frc1807,frc303,frc708,frc11,frc2607,frc1279,1
1,2019mrcmp_sf1m2,frc1807,frc303,frc708,frc11,frc2607,frc1279,1
1,2019mrcmp_sf2m1,frc747,frc225,frc5401,frc222,frc1923,frc1403,0
1,2019mrcmp_sf2m2,frc747,frc225,frc5401,frc222,frc1923,frc1403,0
1,2019mxcm_f1m1,frc4401,frc7161,frc5716,frc4775,frc3478,frc5887,0
1,2019mxcm_f1m2,frc4401,frc7161,frc5716,frc4775,frc3478,frc5887,1
1,2019mxcm_f1m3,frc4401,frc7161,frc5716,frc4775,frc3478,frc5887,1
1,2019mxcm_qf1m1,frc3522,frc3933,frc6606,frc4401,frc7161,frc5716,0
1,2019mxcm_qf1m2,frc3522,frc3933,frc6606,frc4401,frc7161,frc5716,1
1,2019mxcm_qf1m3,frc3522,frc3933,frc6606,frc4401,frc7161,frc5716,1
1,2019mxcm_qf2m1,frc4010,frc5696,frc5344,frc2283,frc3354,frc7678,0
1,2019mxcm_qf2m2,frc4010,frc5696,frc5344,frc2283,frc3354,frc7678,1
1,2019mxcm_qf2m3,frc4010,frc5696,frc5344,frc2283,frc3354,frc7678,1
1,2019mxcm_qf3m1,frc3480,frc6647,frc4731,frc4635,frc3472,frc7753,0
1,2019mxcm_qf3m2,frc3480,frc6647,frc4731,frc4635,frc3472,frc7753,0
1,2019mxcm_qf4m1,frc4775,frc3478,frc5887,frc3527,frc5948,frc5412,0
1,2019mxcm_qf4m2,frc4775,frc3478,frc5887,frc3527,frc5948,frc5412,0
1,2019mxcm_qm1,frc3933,frc4010,frc3527,frc5696,frc6647,frc7753,1
1,2019mxcm_qm10,frc3794,frc3527,frc5696,frc5716,frc7161,frc4731,0
1,2019mxcm_qm11,frc4775,frc3354,frc6647,frc5412,frc3480,frc4635,0
1,2019mxcm_qm12,frc6606,frc4401,frc3472,frc3478,frc5887,frc4010,0
1,2019mxcm_qm13,frc7752,frc7753,frc4371,frc3933,frc5344,frc3522,1
1,2019mxcm_qm14,frc5948,frc2283,frc3354,frc3527,frc7678,frc5716,0
1,2019mxcm_qm15,frc3794,frc4401,frc5412,frc7161,frc3933,frc3480,1
1,2019mxcm_qm16,frc7678,frc4010,frc3522,frc5344,frc6647,frc4635,1
1,2019mxcm_qm17,frc4775,frc3478,frc5948,frc4731,frc6606,frc7752,0
1,2019mxcm_qm18,frc7753,frc5887,frc2283,frc3472,frc5696,frc4371,1
1,2019mxcm_qm19,frc6606,frc5716,frc3478,frc3933,frc7752,frc7161,1
1,2019mxcm_qm2,frc5344,frc6606,frc3480,frc4635,frc5948,frc3794,0
1,2019mxcm_qm20,frc5887,frc3472,frc4635,frc3354,frc5344,frc3527,1
1,2019mxcm_qm21,frc3480,frc4731,frc5696,frc2283,frc4775,frc7678,0
1,2019mxcm_qm22,frc4371,frc3522,frc6647,frc5948,frc7753,frc4401,0
1,2019mxcm_qm23,frc3794,frc4731,frc3933,frc4010,frc5412,frc6606,0
1,2019mxcm_qm24,frc3478,frc4635,frc5696,frc4401,frc4371,frc5716,0
1,2019mxcm_qm25,frc3480,frc7753,frc3527,frc7678,frc3472,frc3794,0
1,2019mxcm_qm26,frc4010,frc5344,frc2283,frc5412,frc3354,frc3522,1
1,2019mxcm_qm27,frc6647,frc7752,frc4775,frc5948,frc7161,frc5887,0
1,2019mxcm_qm28,frc5696,frc4731,frc5344,frc3527,frc5412,frc3478,1
1,2019mxcm_qm29,frc5948,frc3794,frc4010,frc7753,frc3472,frc3522,1
1,2019mxcm_qm3,frc3354,frc4371,frc5412,frc4731,frc3472,frc4775,1
1,2019mxcm_qm30,frc3354,frc3480,frc7161,frc6606,frc5887,frc7678,0
1,2019mxcm_qm31,frc7752,frc4635,frc4401,frc3933,frc4371,frc2283,1
1,2019mxcm_qm32,frc5716,frc6647,frc3794,frc4775,frc3354,frc3480,0
1,2019mxcm_qm33,frc3522,frc5948,frc7752,frc3478,frc4401,frc4731,0
1,2019mxcm_qm34,frc5887,frc5412,frc3933,frc5344,frc5716,frc7753,0
1,2019mxcm_qm35,frc3472,frc2283,frc3527,frc6606,frc4775,frc6647,1
1,2019mxcm_qm36,frc5696,frc7161,frc7678,frc4010,frc4635,frc4371,0
1,2019mxcm_qm37,frc5344,frc5948,frc5412,frc2283,frc3480,frc7752,0
1,2019mxcm_qm38,frc4401,frc3522,frc4775,frc5696,frc3933,frc3354,1
1,2019mxcm_qm39,frc6647,frc3478,frc3472,frc3794,frc5716,frc5887,0
1,2019mxcm_qm4,frc7161,frc3522,frc5716,frc7752,frc2283,frc3478,1
1,2019mxcm_qm40,frc4010,frc7161,frc7753,frc3527,frc4635,frc4731,0
1,2019mxcm_qm41,frc4371,frc6606,frc3933,frc6647,frc7678,frc5344,0
1,2019mxcm_qm42,frc4731,frc3354,frc5887,frc3522,frc3478,frc5696,1
1,2019mxcm_qm43,frc4635,frc4775,frc7753,frc7678,frc5412,frc7752,0
1,2019mxcm_qm44,frc2283,frc3794,frc4401,frc3527,frc6606,frc5948,1
1,2019mxcm_qm45,frc5716,frc3480,frc3472,frc7161,frc4371,frc4010,1
1,2019mxcm_qm46,frc3478,frc7678,frc3354,frc3522,frc3794,frc6606,0
1,2019mxcm_qm47,frc5412,frc5716,frc2283,frc5887,frc6647,frc3480,1
1,2019mxcm_qm48,frc4635,frc4731,frc7161,frc3472,frc3933,frc5948,1
1,2019mxcm_qm49,frc7752,frc5696,frc4010,frc4371,frc4775,frc5344,0
1,2019mxcm_qm5,frc4731,frc7678,frc4775,frc4401,frc5344,frc5887,0
1,2019mxcm_qm50,frc4401,frc3527,frc7161,frc7753,frc3794,frc3354,1
1,2019mxcm_qm6,frc7161,frc3478,frc3794,frc2283,frc3522,frc4635,1
1,2019mxcm_qm7,frc5887,frc3527,frc4371,frc3480,frc4010,frc4401,1
1,2019mxcm_qm8,frc5716,frc3933,frc5948,frc5412,frc5696,frc6647,0
1,2019mxcm_qm9,frc7678,frc7753,frc6606,frc3354,frc7752,frc3472,1
1,2019mxcm_sf1m1,frc4401,frc7161,frc5716,frc2283,frc3354,frc7678,0
1,2019mxcm_sf1m2,frc4401,frc7161,frc5716,frc2283,frc3354,frc7678,0
1,2019mxcm_sf2m1,frc3480,frc6647,frc4731,frc4775,frc3478,frc5887,1
1,2019mxcm_sf2m2,frc3480,frc6647,frc4371,frc4775,frc3478,frc5887,1
1,2019mxmo_f1m1,frc4635,frc3478,frc6444,frc6647,frc3480,frc7546,0
1,2019mxmo_f1m2,frc4635,frc3478,frc6444,frc6647,frc3480,frc7546,0
1,2019mxmo_qf1m1,frc4635,frc3478,frc6444,frc6200,frc6348,frc6017,0
1,2019mxmo_qf1m2,frc4635,frc3478,frc6444,frc6200,frc6348,frc6017,0
1,2019mxmo_qf2m1,frc3933,frc7740,frc7421,frc4400,frc3158,frc6652,0
1,2019mxmo_qf2m2,frc3933,frc7740,frc7421,frc4400,frc3158,frc6652,1
1,2019mxmo_qf2m3,frc3933,frc7740,frc7421,frc4400,frc3158,frc6652,1
1,2019mxmo_qf3m1,frc6647,frc3480,frc7546,frc6170,frc5312,frc4403,1
1,2019mxmo_qf3m2,frc6647,frc3480,frc7546,frc6170,frc5312,frc4403,0
1,2019mxmo_qf3m3,frc6647,frc3480,frc7546,frc6170,frc5312,frc4403,0
1,2019mxmo_qf4m1,frc4584,frc4775,frc5874,frc6106,frc6694,frc7102,1
1,2019mxmo_qf4m2,frc4584,frc4775,frc7725,frc6106,frc6694,frc7102,1
1,2019mxmo_qm1,frc7546,frc5948,frc7725,frc5959,frc5874,frc6348,1
1,2019mxmo_qm10,frc6200,frc7725,frc5874,frc3510,frc4635,frc3526,1
1,2019mxmo_qm11,frc6652,frc6106,frc6170,frc6676,frc3158,frc6702,1
1,2019mxmo_qm12,frc4584,frc6319,frc4403,frc6218,frc6348,frc4782,0
1,2019mxmo_qm13,frc6647,frc3480,frc6156,frc5133,frc4735,frc3933,0
1,2019mxmo_qm14,frc4010,frc6694,frc7740,frc5312,frc5948,frc4355,0
1,2019mxmo_qm15,frc7102,frc6319,frc7299,frc4400,frc5874,frc6676,0
1,2019mxmo_qm16,frc6666,frc4403,frc6647,frc6200,frc3478,frc3510,1
1,2019mxmo_qm17,frc6444,frc4635,frc5312,frc7421,frc3933,frc4775,1
1,2019mxmo_qm18,frc6896,frc7299,frc7546,frc3526,frc6106,frc4010,1
1,2019mxmo_qm19,frc6348,frc5133,frc3158,frc6017,frc5959,frc6218,1
1,2019mxmo_qm2,frc6156,frc3478,frc4775,frc6170,frc6702,frc4355,0
1,2019mxmo_qm20,frc5948,frc4782,frc4735,frc6010,frc6652,frc6702,1
1,2019mxmo_qm21,frc3480,frc6170,frc6694,frc4400,frc4584,frc7740,1
1,2019mxmo_qm22,frc6218,frc4355,frc6156,frc7725,frc5312,frc7102,1
1,2019mxmo_qm23,frc7421,frc7299,frc6676,frc5133,frc6666,frc6896,0
1,2019mxmo_qm24,frc3933,frc3510,frc4782,frc7546,frc6170,frc4735,0
1,2019mxmo_qm25,frc6694,frc5959,frc3526,frc6702,frc6647,frc5874,1
1,2019mxmo_qm26,frc4400,frc4010,frc6156,frc6444,frc6348,frc6200,1
1,2019mxmo_qm27,frc6010,frc7740,frc3158,frc3478,frc4635,frc6319,1
1,2019mxmo_qm28,frc4403,frc5948,frc6106,frc4775,frc3480,frc7725,1
1,2019mxmo_qm29,frc4355,frc6652,frc4010,frc3510,frc4584,frc6017,1
1,2019mxmo_qm3,frc6676,frc5312,frc6106,frc6647,frc6010,frc6200,0
1,2019mxmo_qm30,frc6896,frc4635,frc4735,frc5312,frc3478,frc4400,1
1,2019mxmo_qm31,frc7740,frc4403,frc5959,frc6156,frc6319,frc6676,0
1,2019mxmo_qm32,frc6702,frc6444,frc7546,frc6652,frc6218,frc6647,1
1,2019mxmo_qm33,frc5948,frc3526,frc6200,frc4584,frc7421,frc5133,1
1,2019mxmo_qm34,frc5874,frc4355,frc6017,frc6010,frc3480,frc6106,1
1,2019mxmo_qm35,frc3933,frc6170,frc7299,frc7725,frc6348,frc6694,1
1,2019mxmo_qm36,frc4775,frc7102,frc6666,frc3158,frc4782,frc6647,1
1,2019mxmo_qm37,frc5874,frc7421,frc4635,frc4584,frc6156,frc6702,0
1,2019mxmo_qm38,frc5133,frc7725,frc6444,frc6106,frc6896,frc6319,1
1,2019mxmo_qm39,frc6170,frc4775,frc6218,frc4010,frc4735,frc6200,0
1,2019mxmo_qm4,frc7102,frc3933,frc6218,frc7421,frc7740,frc3510,1
1,2019mxmo_qm40,frc3158,frc4400,frc5948,frc4403,frc4355,frc6676,0
1,2019mxmo_qm41,frc6348,frc3526,frc3480,frc6010,frc7102,frc3510,0
1,2019mxmo_qm42,frc7740,frc7299,frc5312,frc4782,frc7546,frc6017,0
1,2019mxmo_qm43,frc6694,frc3933,frc3478,frc5959,frc6666,frc6652,0
1,2019mxmo_qm44,frc6319,frc6010,frc7421,frc4010,frc6647,frc6170,1
1,2019mxmo_qm45,frc4400,frc7546,frc3526,frc6017,frc3158,frc3480,1
1,2019mxmo_qm46,frc6896,frc5312,frc6652,frc5874,frc6156,frc4403,0
1,2019mxmo_qm47,frc6702,frc4775,frc5133,frc3933,frc7740,frc6348,1
1,2019mxmo_qm48,frc4355,frc4735,frc5959,frc7299,frc6218,frc4635,1
1,2019mxmo_qm49,frc3510,frc6676,frc6444,frc4782,frc7725,frc3478,1
1,2019mxmo_qm5,frc3480,frc6666,frc4635,frc4782,frc4010,frc6896,0
1,2019mxmo_qm50,frc6106,frc6200,frc7102,frc6666,frc6694,frc5948,0
1,2019mxmo_qm51,frc6348,frc7546,frc6647,frc4635,frc4355,frc4584,1
1,2019mxmo_qm52,frc4010,frc6702,frc7421,frc4403,frc3158,frc7725,1
1,2019mxmo_qm53,frc6156,frc6017,frc3933,frc3478,frc6676,frc5948,1
1,2019mxmo_qm54,frc7740,frc6200,frc3480,frc6652,frc6444,frc7299,0
1,2019mxmo_qm55,frc6170,frc3526,frc4584,frc6319,frc5959,frc5312,0
