preChamps,match_key,r1,r2,r3,b1,b2,b3,winner
1,2019ausc_qm27,frc6986,frc7523,frc6510,frc6520,frc7641,frc4801,0
1,2019ausc_qm28,frc7526,frc5593,frc6579,frc3881,frc5516,frc7278,0
1,2019ausc_qm29,frc6996,frc5451,frc7433,frc7719,frc5985,frc7163,0
1,2019ausc_qm3,frc7128,frc4253,frc3881,frc7433,frc5308,frc7719,0
1,2019ausc_qm30,frc3132,frc5308,frc6083,frc6050,frc7644,frc4802,0
1,2019ausc_qm31,frc7527,frc4613,frc4817,frc7583,frc7130,frc6986,1
1,2019ausc_qm32,frc4253,frc5449,frc4801,frc7023,frc7124,frc6434,1
1,2019ausc_qm33,frc6191,frc6520,frc7523,frc4774,frc7128,frc7632,1
1,2019ausc_qm34,frc7636,frc7527,frc5451,frc7593,frc4802,frc6579,0
1,2019ausc_qm35,frc7641,frc7124,frc5593,frc6050,frc6434,frc4613,1
1,2019ausc_qm36,frc7523,frc7278,frc3132,frc5308,frc6996,frc7130,1
1,2019ausc_qm37,frc7644,frc6986,frc4774,frc7632,frc7636,frc7719,0
1,2019ausc_qm38,frc5449,frc7433,frc7023,frc5516,frc7583,frc4801,0
1,2019ausc_qm39,frc7128,frc6191,frc6083,frc7526,frc6510,frc5985,1
1,2019ausc_qm4,frc5985,frc3132,frc4817,frc7130,frc6520,frc4774,0
1,2019ausc_qm40,frc4817,frc4253,frc6520,frc3881,frc7163,frc7593,0
1,2019ausc_qm41,frc7636,frc7583,frc5308,frc5593,frc7523,frc7719,1
1,2019ausc_qm42,frc4801,frc7128,frc4802,frc6996,frc6579,frc7644,1
1,2019ausc_qm43,frc6520,frc4613,frc7124,frc7433,frc7130,frc6191,0
1,2019ausc_qm44,frc7527,frc7632,frc7278,frc6083,frc4817,frc6434,1
1,2019ausc_qm45,frc7023,frc5516,frc7593,frc3132,frc3881,frc7641,1
1,2019ausc_qm46,frc5985,frc6986,frc5449,frc4253,frc7526,frc6050,0
1,2019ausc_qm47,frc6510,frc7163,frc7128,frc4774,frc5451,frc7583,1
1,2019ausc_qm48,frc6083,frc7644,frc7124,frc7523,frc6579,frc7023,1
1,2019ausc_qm49,frc7130,frc4253,frc4613,frc3881,frc7526,frc6996,0
1,2019ausc_qm5,frc7163,frc6191,frc6996,frc6434,frc5449,frc7636,1
1,2019ausc_qm50,frc7719,frc6510,frc6050,frc4802,frc4817,frc5449,0
1,2019ausc_qm51,frc5593,frc5985,frc5308,frc7163,frc4801,frc4774,0
1,2019ausc_qm52,frc6520,frc7433,frc7527,frc7641,frc7278,frc7636,0
1,2019ausc_qm53,frc5451,frc5516,frc6434,frc6986,frc6191,frc3132,0
1,2019ausc_qm54,frc7593,frc6996,frc6510,frc5308,frc7632,frc7023,0
1,2019ausc_qm55,frc5985,frc7130,frc7641,frc4802,frc7636,frc5593,0
1,2019ausc_qm56,frc6434,frc3881,frc4774,frc6083,frc7527,frc6986,0
1,2019ausc_qm57,frc7128,frc5451,frc4817,frc7124,frc3132,frc5516,1
1,2019ausc_qm58,frc5449,frc6050,frc6520,frc6579,frc4613,frc7632,1
1,2019ausc_qm59,frc7278,frc7719,frc7583,frc6191,frc7593,frc4801,1
1,2019ausc_qm6,frc7583,frc6083,frc6579,frc7124,frc6986,frc7593,1
1,2019ausc_qm60,frc7433,frc4253,frc7163,frc7644,frc7526,frc7523,1
1,2019ausc_qm61,frc4802,frc4774,frc6083,frc5516,frc6996,frc5449,1
1,2019ausc_qm62,frc6579,frc6050,frc5985,frc4613,frc7719,frc6191,0
1,2019ausc_qm63,frc7124,frc7433,frc7523,frc7527,frc5593,frc6510,1
1,2019ausc_qm64,frc6434,frc7593,frc7644,frc4801,frc5451,frc7130,1
1,2019ausc_qm65,frc7636,frc7128,frc7526,frc7641,frc4817,frc7023,0
1,2019ausc_qm66,frc7632,frc3881,frc6986,frc7583,frc7163,frc3132,1
1,2019ausc_qm67,frc7278,frc6520,frc6996,frc4253,frc5308,frc7124,1
1,2019ausc_qm68,frc4801,frc7023,frc4613,frc7527,frc5985,frc4802,0
1,2019ausc_qm69,frc4817,frc7523,frc3881,frc5449,frc6191,frc5451,0
1,2019ausc_qm7,frc5593,frc7278,frc6050,frc5451,frc7023,frc4253,1
1,2019ausc_qm70,frc7641,frc7632,frc6083,frc7583,frc7433,frc5593,1
1,2019ausc_qm71,frc7636,frc7130,frc3132,frc6510,frc6579,frc4253,0
1,2019ausc_qm72,frc5516,frc7526,frc5308,frc7719,frc6434,frc6520,0
1,2019ausc_qm73,frc6050,frc7163,frc6986,frc7593,frc7128,frc7278,0
1,2019ausc_qm74,frc4774,frc6579,frc6191,frc7644,frc7641,frc4253,0
1,2019ausc_qm8,frc5449,frc7719,frc7644,frc6996,frc7527,frc7641,1
1,2019ausc_qm9,frc5985,frc7523,frc7632,frc6579,frc5516,frc4817,0
1,2019ausc_sf1m1,frc4613,frc5985,frc7583,frc4253,frc7433,frc3881,0
1,2019ausc_sf1m2,frc4613,frc5985,frc7583,frc4253,frc7433,frc3881,0
1,2019ausc_sf2m1,frc6510,frc7130,frc6050,frc5451,frc6986,frc7593,1
1,2019ausc_sf2m2,frc6510,frc7130,frc6050,frc5451,frc6986,frc7593,1
1,2019ausp_f1m1,frc6579,frc7433,frc3881,frc6386,frc6304,frc5584,0
1,2019ausp_f1m2,frc6579,frc7433,frc3881,frc6386,frc7741,frc5584,1
1,2019ausp_f1m3,frc6579,frc7433,frc3881,frc6386,frc7741,frc5584,1
1,2019ausp_qf1m1,frc3132,frc6508,frc7561,frc6520,frc5648,frc4774,0
1,2019ausp_qf1m2,frc3132,frc6508,frc7561,frc6520,frc5648,frc4774,0
1,2019ausp_qf2m1,frc6986,frc5449,frc7593,frc6579,frc7433,frc3881,1
1,2019ausp_qf2m2,frc6986,frc5449,frc7593,frc6579,frc7433,frc3881,1
1,2019ausp_qf3m1,frc4613,frc5451,frc7709,frc6386,frc6304,frc5584,0
1,2019ausp_qf3m2,frc4613,frc5451,frc5663,frc6386,frc6304,frc5584,1
1,2019ausp_qf3m3,frc4613,frc5451,frc5663,frc6386,frc6304,frc5584,1
1,2019ausp_qf4m1,frc5985,frc6510,frc5522,frc4270,frc4614,frc6996,0
1,2019ausp_qf4m2,frc5985,frc6510,frc5522,frc4270,frc4614,frc6996,0
1,2019ausp_qm1,frc6508,frc7129,frc7709,frc6035,frc6304,frc6579,1
1,2019ausp_qm10,frc7561,frc7884,frc4739,frc3881,frc6476,frc4614,1
1,2019ausp_qm11,frc5663,frc5451,frc7741,frc7838,frc5876,frc2437,0
1,2019ausp_qm12,frc6083,frc7433,frc7707,frc6996,frc3132,frc7074,1
1,2019ausp_qm13,frc7709,frc7113,frc7146,frc5584,frc6997,frc5988,1
1,2019ausp_qm14,frc4774,frc6510,frc4729,frc7780,frc5985,frc6813,1
1,2019ausp_qm15,frc5516,frc6579,frc7129,frc7047,frc5449,frc4614,1
1,2019ausp_qm16,frc7719,frc6524,frc7884,frc5333,frc6007,frc5522,1
1,2019ausp_qm17,frc6304,frc7601,frc6386,frc7551,frc7561,frc7741,0
1,2019ausp_qm18,frc6035,frc5308,frc3881,frc4613,frc6520,frc6432,1
1,2019ausp_qm19,frc4537,frc6508,frc5648,frc6063,frc6441,frc7593,0
1,2019ausp_qm2,frc5876,frc7551,frc7146,frc6520,frc4729,frc4802,0
1,2019ausp_qm20,frc7844,frc6476,frc4739,frc6575,frc7586,frc7588,0
1,2019ausp_qm21,frc5449,frc4802,frc2437,frc6986,frc4270,frc5988,1
1,2019ausp_qm22,frc7780,frc6510,frc7561,frc5663,frc5333,frc5584,0
1,2019ausp_qm23,frc7074,frc7884,frc6813,frc6035,frc6996,frc5516,1
1,2019ausp_qm24,frc7601,frc4614,frc6441,frc7838,frc4774,frc5308,1
1,2019ausp_qm25,frc5876,frc7719,frc7588,frc6508,frc6579,frc7433,1
1,2019ausp_qm26,frc6997,frc6063,frc3132,frc6524,frc4729,frc3881,0
1,2019ausp_qm27,frc4802,frc6386,frc5985,frc6432,frc6575,frc7129,0
1,2019ausp_qm28,frc6520,frc7844,frc7709,frc6083,frc7593,frc7741,1
1,2019ausp_qm29,frc6476,frc7047,frc7586,frc7146,frc4270,frc5451,1
1,2019ausp_qm3,frc5449,frc6510,frc4613,frc6996,frc6997,frc4537,0
1,2019ausp_qm30,frc7707,frc4613,frc5648,frc2437,frc6304,frc7113,0
1,2019ausp_qm31,frc4739,frc4537,frc5522,frc6007,frc7551,frc6986,1
1,2019ausp_qm32,frc6508,frc3132,frc6813,frc5333,frc7601,frc5449,0
1,2019ausp_qm33,frc6432,frc4614,frc7074,frc5988,frc7844,frc7719,0
1,2019ausp_qm34,frc7588,frc7146,frc7433,frc6386,frc7780,frc6524,0
1,2019ausp_qm35,frc7884,frc5876,frc6997,frc5648,frc5985,frc4270,1
1,2019ausp_qm36,frc6579,frc7741,frc4774,frc5663,frc4739,frc4729,0
1,2019ausp_qm37,frc5584,frc4802,frc7707,frc4537,frc7047,frc3881,1
1,2019ausp_qm38,frc7561,frc5522,frc5516,frc7709,frc4613,frc7586,0
1,2019ausp_qm39,frc6986,frc6441,frc6996,frc5451,frc6304,frc6520,1
1,2019ausp_qm4,frc5584,frc6007,frc7838,frc7074,frc5648,frc7844,0
1,2019ausp_qm40,frc6575,frc6007,frc6035,frc7113,frc6083,frc6063,1
1,2019ausp_qm41,frc7593,frc7838,frc7551,frc6476,frc6510,frc5308,1
1,2019ausp_qm42,frc7129,frc6997,frc7844,frc2437,frc6813,frc7707,0
1,2019ausp_qm43,frc5648,frc6432,frc5449,frc6524,frc5663,frc7601,0
1,2019ausp_qm44,frc4270,frc3881,frc7780,frc4614,frc7709,frc6986,1
1,2019ausp_qm45,frc4739,frc5988,frc6035,frc6386,frc6441,frc3132,1
1,2019ausp_qm46,frc7586,frc6063,frc5584,frc7719,frc6996,frc7551,0
1,2019ausp_qm47,frc7047,frc7074,frc6575,frc6510,frc7741,frc5876,1
1,2019ausp_qm48,frc5308,frc7146,frc5985,frc5516,frc7113,frc6508,0
1,2019ausp_qm49,frc6007,frc2437,frc6520,frc4802,frc4774,frc7561,1
1,2019ausp_qm5,frc7780,frc5308,frc3132,frc6575,frc7719,frc5451,0
1,2019ausp_qm50,frc7433,frc5333,frc5451,frc4613,frc7129,frc7593,0
1,2019ausp_qm51,frc4729,frc4537,frc7588,frc7884,frc7838,frc6304,1
1,2019ausp_qm52,frc5522,frc6579,frc6432,frc6083,frc6476,frc7780,1
1,2019ausp_qm53,frc3881,frc6575,frc6813,frc7551,frc5663,frc5648,1
1,2019ausp_qm54,frc7719,frc5449,frc5985,frc7709,frc6035,frc7047,0
1,2019ausp_qm55,frc5876,frc7844,frc6986,frc5516,frc7601,frc6063,0
1,2019ausp_qm56,frc6441,frc7074,frc4613,frc7129,frc7146,frc7884,0
1,2019ausp_qm57,frc2437,frc5584,frc7433,frc4729,frc5522,frc5308,0
1,2019ausp_qm58,frc7113,frc6386,frc7838,frc6996,frc4802,frc6579,1
1,2019ausp_qm59,frc5988,frc5333,frc6508,frc7741,frc4537,frc6476,0
1,2019ausp_qm6,frc6063,frc7433,frc5663,frc5985,frc7707,frc5988,0
1,2019ausp_qm60,frc4270,frc7707,frc6524,frc6510,frc4739,frc6520,1
1,2019ausp_qm61,frc5451,frc7588,frc4774,frc6997,frc7561,frc6083,0
1,2019ausp_qm62,frc3132,frc7593,frc6304,frc6007,frc7586,frc4614,0
1,2019ausp_qm63,frc7113,frc7551,frc6441,frc5449,frc7780,frc7844,1
1,2019ausp_qm64,frc7601,frc6035,frc6476,frc7433,frc5516,frc4802,1
1,2019ausp_qm65,frc6063,frc6386,frc2437,frc7884,frc7709,frc6510,1
1,2019ausp_qm66,frc6432,frc5308,frc4537,frc6813,frc4739,frc5876,1
1,2019ausp_qm67,frc4270,frc4613,frc7047,frc3132,frc6083,frc5663,1
1,2019ausp_qm68,frc7586,frc6520,frc6579,frc6997,frc7074,frc5333,1
1,2019ausp_qm69,frc7588,frc7741,frc6996,frc5985,frc3881,frc6007,0
1,2019ausp_qm7,frc6986,frc6083,frc7586,frc6813,frc6524,frc6441,0
1,2019ausp_qm70,frc6524,frc5584,frc6575,frc4614,frc5451,frc6508,1
1,2019ausp_qm71,frc7707,frc6986,frc7719,frc4774,frc7593,frc7146,1
1,2019ausp_qm72,frc7129,frc5988,frc5522,frc5648,frc7561,frc4729,0
1,2019ausp_qm73,frc6304,frc7047,frc4739,frc7838,frc7433,frc6997,1
1,2019ausp_qm74,frc5985,frc5516,frc7551,frc6441,frc2437,frc5333,0
1,2019ausp_qm75,frc7844,frc3881,frc6083,frc6510,frc6508,frc6386,1
1,2019ausp_qm76,frc7741,frc6986,frc7884,frc3132,frc5584,frc6432,1
1,2019ausp_qm77,frc7561,frc6813,frc7593,frc6579,frc4270,frc6575,1
1,2019ausp_qm78,frc5988,frc7838,frc7780,frc4613,frc6524,frc5876,1
1,2019ausp_qm79,frc4614,frc5663,frc6996,frc7146,frc5522,frc6035,0
1,2019ausp_qm8,frc7593,frc7113,frc7047,frc5522,frc7588,frc7601,0
1,2019ausp_qm80,frc4537,frc6520,frc7113,frc7586,frc7129,frc7719,0
1,2019ausp_qm81,frc7601,frc4729,frc6007,frc7707,frc5451,frc7709,1
1,2019ausp_qm82,frc6476,frc6063,frc4774,frc6304,frc5449,frc7074,1
1,2019ausp_qm83,frc4802,frc5648,frc6510,frc5308,frc7588,frc5333,1
1,2019ausp_qm9,frc4774,frc5333,frc5516,frc6386,frc6432,frc4270,1
1,2019ausp_sf1m1,frc3132,frc6508,frc7561,frc6579,frc7433,frc3881,1
1,2019ausp_sf1m2,frc3132,frc6508,frc7561,frc6579,frc7433,frc3881,0
1,2019ausp_sf1m3,frc3132,frc6508,frc7561,frc6579,frc7433,frc3881,1
1,2019ausp_sf2m1,frc6386,frc6304,frc5584,frc5985,frc6510,frc5522,1
1,2019ausp_sf2m2,frc6386,frc6304,frc5584,frc5985,frc6510,frc5522,0
1,2019ausp_sf2m3,frc6386,frc6304,frc5584,frc5985,frc6510,frc5522,0
1,2019azfl_f1m1,frc2478,frc118,frc5059,frc2403,frc4565,frc60,0
1,2019azfl_f1m2,frc2478,frc118,frc5059,frc2403,frc4565,frc60,0
1,2019azfl_qf1m1,frc2478,frc118,frc5059,frc4146,frc1138,frc687,0
1,2019azfl_qf1m2,frc2478,frc118,frc5059,frc4146,frc1138,frc687,0
1,2019azfl_qf2m1,frc7426,frc1726,frc1891,frc3009,frc2240,frc498,0
1,2019azfl_qf2m2,frc7426,frc1726,frc1891,frc3009,frc2240,frc498,1
1,2019azfl_qf2m3,frc7426,frc1726,frc1891,frc3009,frc2240,frc498,0
1,2019azfl_qf3m1,frc842,frc3230,frc6474,frc2403,frc4565,frc60,0
1,2019azfl_qf3m2,frc842,frc3230,frc6474,frc2403,frc4565,frc60,1
1,2019azfl_qf3m3,frc842,frc3230,frc6474,frc2403,frc4565,frc60,1
1,2019azfl_qf4m1,frc2486,frc4063,frc5496,frc6824,frc4183,frc7214,1
1,2019azfl_qf4m2,frc2486,frc4063,frc5496,frc6824,frc4183,frc7214,0
1,2019azfl_qf4m3,frc2486,frc4063,frc5496,frc6824,frc4183,frc7214,1
1,2019azfl_qm1,frc5429,frc1891,frc6922,frc3133,frc2478,frc1011,1
1,2019azfl_qm10,frc6922,frc2486,frc6546,frc7897,frc7547,frc6413,0
1,2019azfl_qm11,frc5678,frc6127,frc5496,frc996,frc7214,frc4565,1
1,2019azfl_qm12,frc2240,frc5429,frc498,frc3230,frc3187,frc1726,1
1,2019azfl_qm13,frc6821,frc1011,frc4063,frc1165,frc670,frc7426,0
1,2019azfl_qm14,frc6871,frc1828,frc6474,frc4183,frc5133,frc842,1
1,2019azfl_qm15,frc3577,frc7424,frc5539,frc687,frc118,frc5059,1
1,2019azfl_qm16,frc60,frc2403,frc1622,frc6824,frc1891,frc3009,1
1,2019azfl_qm17,frc6674,frc7620,frc991,frc1138,frc4146,frc2478,1
1,2019azfl_qm18,frc2840,frc6656,frc2486,frc3019,frc3853,frc6821,0
1,2019azfl_qm19,frc6922,frc3230,frc7897,frc4565,frc5539,frc7426,1
1,2019azfl_qm2,frc7547,frc1726,frc3009,frc6674,frc996,frc670,1
1,2019azfl_qm20,frc5496,frc2240,frc3133,frc4183,frc6546,frc1622,0
1,2019azfl_qm21,frc1726,frc118,frc1891,frc6871,frc4146,frc7620,0
1,2019azfl_qm22,frc6413,frc1138,frc6474,frc5429,frc1828,frc60,1
1,2019azfl_qm23,frc3577,frc842,frc687,frc1011,frc5678,frc7547,0
1,2019azfl_qm24,frc3009,frc670,frc3019,frc7424,frc1165,frc6127,0
1,2019azfl_qm25,frc996,frc991,frc2478,frc3853,frc6656,frc7214,0
1,2019azfl_qm26,frc5059,frc6824,frc3187,frc6674,frc4063,frc5133,1
1,2019azfl_qm27,frc498,frc3133,frc118,frc2403,frc1138,frc2840,0
1,2019azfl_qm28,frc3009,frc4565,frc842,frc7620,frc5429,frc6546,0
1,2019azfl_qm29,frc1622,frc5496,frc3853,frc670,frc3577,frc1726,1
1,2019azfl_qm3,frc498,frc6127,frc1828,frc687,frc1622,frc2486,1
1,2019azfl_qm30,frc2478,frc687,frc1165,frc5133,frc4146,frc5059,0
1,2019azfl_qm31,frc5678,frc6871,frc7897,frc991,frc6824,frc2840,0
1,2019azfl_qm32,frc3019,frc1828,frc5539,frc2240,frc7214,frc6821,1
1,2019azfl_qm33,frc6656,frc6674,frc498,frc6922,frc4063,frc60,1
1,2019azfl_qm34,frc3187,frc4183,frc996,frc3230,frc2486,frc1891,1
1,2019azfl_qm35,frc7424,frc1011,frc6474,frc6127,frc6413,frc2403,0
1,2019azfl_qm36,frc7547,frc6546,frc6824,frc7426,frc7214,frc5429,1
1,2019azfl_qm37,frc687,frc6821,frc7897,frc5496,frc6674,frc1138,1
1,2019azfl_qm38,frc3230,frc3577,frc118,frc6656,frc1165,frc1828,0
1,2019azfl_qm39,frc2403,frc6922,frc5059,frc6127,frc1726,frc2240,1
1,2019azfl_qm4,frc5059,frc7897,frc3019,frc5678,frc4146,frc6413,0
1,2019azfl_qm40,frc2840,frc996,frc60,frc1011,frc3187,frc4146,1
1,2019azfl_qm41,frc2486,frc7424,frc4063,frc3133,frc7620,frc5678,0
1,2019azfl_qm42,frc6413,frc7426,frc3853,frc842,frc1891,frc5539,1
1,2019azfl_qm43,frc7547,frc991,frc670,frc4565,frc6474,frc3019,1
1,2019azfl_qm44,frc6871,frc4183,frc2478,frc1622,frc498,frc3009,0
1,2019azfl_qm45,frc3230,frc2403,frc5133,frc6546,frc5678,frc3577,0
1,2019azfl_qm46,frc3133,frc6413,frc6824,frc4146,frc3853,frc1165,0
1,2019azfl_qm47,frc7547,frc118,frc5429,frc6127,frc991,frc4063,0
1,2019azfl_qm48,frc1622,frc2840,frc6474,frc7620,frc5059,frc7426,1
1,2019azfl_qm49,frc3187,frc3009,frc6871,frc1828,frc6821,frc6922,0
1,2019azfl_qm5,frc6824,frc6656,frc1138,frc6546,frc842,frc7424,0
1,2019azfl_qm50,frc7897,frc996,frc1891,frc3019,frc498,frc7424,1
1,2019azfl_qm51,frc4183,frc1011,frc6656,frc1726,frc6674,frc4565,1
1,2019azfl_qm52,frc1138,frc5539,frc7214,frc670,frc2486,frc5133,0
1,2019azfl_qm53,frc687,frc60,frc5496,frc2478,frc2240,frc842,1
1,2019azfl_qm54,frc1622,frc7424,frc4146,frc5429,frc6821,frc3230,1
1,2019azfl_qm55,frc3853,frc1828,frc5678,frc4183,frc7547,frc7620,1
1,2019azfl_qm56,frc5539,frc6474,frc6674,frc3133,frc1165,frc996,0
1,2019azfl_qm57,frc1011,frc6922,frc498,frc5496,frc6824,frc118,1
1,2019azfl_qm58,frc2478,frc7426,frc6546,frc3187,frc3019,frc3577,0
1,2019azfl_qm59,frc5059,frc1726,frc2486,frc842,frc60,frc991,1
1,2019azfl_qm6,frc4565,frc5496,frc3187,frc6474,frc118,frc3853,1
1,2019azfl_qm60,frc4063,frc687,frc7214,frc2403,frc7897,frc4565,0
1,2019azfl_qm61,frc1138,frc6127,frc670,frc1891,frc6871,frc6656,0
1,2019azfl_qm62,frc5133,frc3009,frc996,frc2840,frc6413,frc2240,1
1,2019azfl_qm63,frc842,frc5429,frc1622,frc118,frc3019,frc6674,1
1,2019azfl_qm64,frc2486,frc2478,frc6824,frc6474,frc3230,frc687,0
1,2019azfl_qm65,frc1828,frc670,frc4565,frc60,frc5059,frc3133,0
1,2019azfl_qm66,frc7214,frc6413,frc7620,frc498,frc3577,frc6871,1
1,2019azfl_qm67,frc4146,frc7426,frc6656,frc3009,frc2403,frc5496,0
1,2019azfl_qm68,frc2240,frc5133,frc1011,frc7897,frc3853,frc7424,1
1,2019azfl_qm69,frc1165,frc5678,frc4183,frc6922,frc991,frc1138,0
1,2019azfl_qm7,frc60,frc7620,frc1165,frc7214,frc4183,frc2403,1
1,2019azfl_qm70,frc4063,frc6546,frc1726,frc1891,frc2840,frc6821,0
1,2019azfl_qm71,frc6656,frc6127,frc7547,frc5539,frc3187,frc3133,0
1,2019azfl_qm72,frc7214,frc5059,frc3230,frc3853,frc3009,frc1011,0
1,2019azfl_qm73,frc1165,frc6674,frc5429,frc5496,frc6871,frc2486,1
1,2019azfl_qm74,frc118,frc7620,frc6922,frc6546,frc996,frc687,0
1,2019azfl_qm75,frc6821,frc4565,frc5678,frc6413,frc2478,frc498,1
1,2019azfl_qm76,frc5539,frc2840,frc6127,frc60,frc6824,frc4183,1
1,2019azfl_qm77,frc842,frc670,frc2403,frc991,frc7897,frc3187,0
1,2019azfl_qm78,frc1891,frc2240,frc4146,frc3577,frc6474,frc7547,0
1,2019azfl_qm79,frc7426,frc3019,frc1726,frc7424,frc1138,frc1828,0
1,2019azfl_qm8,frc6871,frc4063,frc2840,frc5539,frc2240,frc3230,1
1,2019azfl_qm80,frc5133,frc1622,frc6413,frc4063,frc5496,frc6656,1
1,2019azfl_qm81,frc6821,frc842,frc6674,frc996,frc3230,frc6127,1
1,2019azfl_qm82,frc4146,frc498,frc991,frc1011,frc5539,frc6546,0
1,2019azfl_qm83,frc3019,frc3133,frc4183,frc6824,frc687,frc6871,1
1,2019azfl_qm84,frc4063,frc1138,frc3853,frc6474,frc6922,frc3009,0
1,2019azfl_qm85,frc3187,frc1165,frc7214,frc1726,frc1622,frc7897,1
1,2019azfl_qm86,frc670,frc60,frc2240,frc118,frc7426,frc5678,1
1,2019azfl_qm87,frc7424,frc2478,frc2403,frc1828,frc7547,frc2840,0
1,2019azfl_qm88,frc3577,frc5133,frc1891,frc2486,frc4565,frc5429,1
1,2019azfl_qm89,frc7620,frc7897,frc5496,frc5059,frc5539,frc4183,0
1,2019azfl_qm9,frc7426,frc6821,frc3577,frc991,frc3133,frc5133,0
1,2019azfl_sf1m1,frc2478,frc118,frc5059,frc7426,frc1726,frc1891,0
1,2019azfl_sf1m2,frc2478,frc118,frc5059,frc7426,frc1726,frc1891,0
1,2019azfl_sf2m1,frc2403,frc4565,frc60,frc6824,frc4183,frc7214,0
1,2019azfl_sf2m2,frc2403,frc4565,frc60,frc6824,frc4183,frc7214,1
1,2019azfl_sf2m3,frc2403,frc4565,frc60,frc6824,frc4183,frc7214,0
1,2019azpx_f1m1,frc2403,frc2478,frc2662,frc498,frc6479,frc6833,0
1,2019azpx_f1m2,frc2403,frc2478,frc2662,frc498,frc6479,frc6833,1
1,2019azpx_f1m3,frc2403,frc2478,frc2662,frc498,frc6479,frc6833,1
1,2019azpx_qf1m1,frc2403,frc2478,frc2662,frc3853,frc2840,frc1165,0
1,2019azpx_qf1m2,frc2403,frc2478,frc2662,frc3853,frc2840,frc1165,0
1,2019azpx_qf2m1,frc4146,frc1212,frc2449,frc4565,frc3019,frc3187,0
1,2019azpx_qf2m2,frc4146,frc1212,frc2449,frc4565,frc3019,frc3187,1
1,2019azpx_qf2m3,frc4146,frc1212,frc2449,frc4565,frc3019,frc3187,1
1,2019azpx_qf3m1,frc1662,frc6352,frc6656,frc1492,frc7755,frc6674,0
1,2019azpx_qf3m2,frc1662,frc6352,frc6656,frc1492,frc7755,frc6674,0
1,2019azpx_qf4m1,frc4183,frc7620,frc7214,frc498,frc6479,frc6833,1
1,2019azpx_qf4m2,frc4183,frc7620,frc7214,frc498,frc6479,frc6833,0
1,2019azpx_qf4m3,frc4183,frc7620,frc7214,frc498,frc6479,frc6833,1
1,2019azpx_qm1,frc1662,frc6479,frc3944,frc3853,frc6656,frc2844,0
1,2019azpx_qm10,frc7214,frc6674,frc6479,frc1492,frc1212,frc498,0
1,2019azpx_qm11,frc4146,frc6413,frc2647,frc3133,frc2478,frc7620,1
1,2019azpx_qm12,frc2662,frc5465,frc3853,frc4565,frc2449,frc3187,1
1,2019azpx_qm13,frc6833,frc1290,frc3019,frc2840,frc3944,frc1165,0
1,2019azpx_qm14,frc6352,frc1633,frc4496,frc7755,frc4111,frc6372,1
1,2019azpx_qm15,frc2403,frc2449,frc1492,frc3577,frc4183,frc4146,0
1,2019azpx_qm16,frc7620,frc7214,frc5465,frc6479,frc498,frc3133,1
1,2019azpx_qm17,frc4565,frc1662,frc2647,frc4496,frc7547,frc3944,1
1,2019azpx_qm18,frc2844,frc2478,frc3889,frc6372,frc6413,frc3019,0
1,2019azpx_qm19,frc1212,frc1633,frc3187,frc4111,frc7703,frc6656,0
1,2019azpx_qm2,frc2647,frc6833,frc7214,frc4496,frc6530,frc4183,0
1,2019azpx_qm20,frc6674,frc1165,frc6530,frc2840,frc7755,frc6352,1
1,2019azpx_qm21,frc6833,frc7017,frc3853,frc1290,frc698,frc2662,0
1,2019azpx_qm22,frc7620,frc3577,frc6479,frc7214,frc3187,frc3944,0
1,2019azpx_qm23,frc2478,frc1492,frc2840,frc1633,frc2449,frc2844,0
1,2019azpx_qm24,frc4496,frc6413,frc1290,frc2662,frc4111,frc6674,1
1,2019azpx_qm25,frc7703,frc3889,frc1662,frc698,frc7755,frc6833,1
1,2019azpx_qm26,frc7547,frc4146,frc2403,frc5465,frc6530,frc1212,0
1,2019azpx_qm27,frc498,frc4183,frc3853,frc1165,frc6656,frc6372,0
1,2019azpx_qm28,frc3019,frc4565,frc3133,frc7017,frc6352,frc2647,0
1,2019azpx_qm29,frc3577,frc698,frc4111,frc2449,frc2840,frc6479,1
1,2019azpx_qm3,frc6413,frc1633,frc3577,frc7017,frc1165,frc498,1
1,2019azpx_qm30,frc3187,frc498,frc7755,frc1492,frc1662,frc6372,0
1,2019azpx_qm31,frc1633,frc3944,frc7620,frc2403,frc2662,frc3889,1
1,2019azpx_qm32,frc1290,frc1165,frc7547,frc7703,frc4496,frc7214,0
1,2019azpx_qm33,frc6674,frc2844,frc3019,frc4565,frc7017,frc4146,0
1,2019azpx_qm34,frc5465,frc4183,frc6833,frc2478,frc6352,frc3853,1
1,2019azpx_qm35,frc2647,frc3133,frc6530,frc6656,frc6413,frc1212,1
1,2019azpx_qm36,frc6372,frc2840,frc7017,frc7214,frc2403,frc1662,1
1,2019azpx_qm37,frc6674,frc7620,frc498,frc2449,frc3019,frc2478,1
1,2019azpx_qm38,frc7703,frc2662,frc1492,frc1165,frc2647,frc4111,1
1,2019azpx_qm39,frc6479,frc7755,frc6413,frc4565,frc7547,frc6833,1
1,2019azpx_qm4,frc3187,frc6372,frc7547,frc2449,frc6674,frc3133,0
1,2019azpx_qm40,frc6530,frc3944,frc2844,frc3853,frc1212,frc4496,1
1,2019azpx_qm41,frc3133,frc698,frc1633,frc3577,frc1290,frc5465,1
1,2019azpx_qm42,frc6656,frc4183,frc6352,frc4146,frc3187,frc3889,0
